full_name,email,phone,password_hash,role,status
Permana Sinaga,permana.sinaga307@gmail.com,8110000307,hashed_pw_0307,buyer,active
Hadi Widyaningsih,hadi.widyaningsih308@gmail.com,8110000308,hashed_pw_0308,buyer,inactive
Farid Winarno,farid.winarno309@gmail.com,8110000309,hashed_pw_0309,buyer,inactive
Rian Hadi,rian.hadi310@gmail.com,8110000310,hashed_pw_0310,buyer,active
Ridho Hadi,ridho.hadi311@gmail.com,8110000311,hashed_pw_0311,buyer,active
Kusuma Agustina,kusuma.agustina312@gmail.com,8110000312,hashed_pw_0312,buyer,active
Wahyu Jaya,wahyu.jaya313@gmail.com,8110000313,hashed_pw_0313,buyer,active
Mira Safitri,mira.safitri314@gmail.com,8110000314,hashed_pw_0314,buyer,active
Tri Fadilah,tri.fadilah315@gmail.com,8110000315,hashed_pw_0315,buyer,active
Wulandari Sinaga,wulandari.sinaga316@gmail.com,8110000316,hashed_pw_0316,buyer,inactive
Ramadhan Permadi,ramadhan.permadi317@gmail.com,8110000317,hashed_pw_0317,buyer,active
Budi Nugroho,budi.nugroho318@gmail.com,8110000318,hashed_pw_0318,buyer,active
Novi Mustofa,novi.mustofa319@gmail.com,8110000319,hashed_pw_0319,buyer,active
Zainal Hadi,zainal.hadi320@gmail.com,8110000320,hashed_pw_0320,buyer,active
Eko Sutanto,eko.sutanto321@gmail.com,8110000321,hashed_pw_0321,buyer,active
Nurul Amalia,nurul.amalia322@gmail.com,8110000322,hashed_pw_0322,buyer,active
Bambang Purwanto,bambang.purwanto323@gmail.com,8110000323,hashed_pw_0323,buyer,active
Yanto Iskandar,yanto.iskandar324@gmail.com,8110000324,hashed_pw_0324,buyer,active
Wati Suhendra,wati.suhendra325@gmail.com,8110000325,hashed_pw_0325,buyer,active
Indra Komarudin,indra.komarudin326@gmail.com,8110000326,hashed_pw_0326,buyer,active
Teguh Nurdiyanti,teguh.nurdiyanti327@gmail.com,8110000327,hashed_pw_0327,buyer,active
Laras Irawan,laras.irawan328@gmail.com,8110000328,hashed_pw_0328,buyer,active
Mega Tampubolon,mega.tampubolon329@gmail.com,8110000329,hashed_pw_0329,buyer,active
Aji Utami,aji.utami330@gmail.com,8110000330,hashed_pw_0330,buyer,inactive
Agung Kadir,agung.kadir331@gmail.com,8110000331,hashed_pw_0331,buyer,active
Sari Putra,sari.putra332@gmail.com,8110000332,hashed_pw_0332,buyer,active
Yoga Oktaviani,yoga.oktaviani333@gmail.com,8110000333,hashed_pw_0333,buyer,active
Putra Mahendra,putra.mahendra334@gmail.com,8110000334,hashed_pw_0334,buyer,suspended
Prawira Handayani,prawira.handayani335@gmail.com,8110000335,hashed_pw_0335,buyer,active
Hesti Sari,hesti.sari336@gmail.com,8110000336,hashed_pw_0336,buyer,active
Nur Akbar,nur.akbar337@gmail.com,8110000337,hashed_pw_0337,buyer,suspended
Tri Prasetyo,tri.prasetyo338@gmail.com,8110000338,hashed_pw_0338,buyer,active
Arman Wijaya,arman.wijaya339@gmail.com,8110000339,hashed_pw_0339,buyer,active
Slamet Mulyani,slamet.mulyani340@gmail.com,8110000340,hashed_pw_0340,buyer,active
Lukman Hutapea,lukman.hutapea341@gmail.com,8110000341,hashed_pw_0341,buyer,active
Ari Rahayu,ari.rahayu342@gmail.com,8110000342,hashed_pw_0342,buyer,active
Anita Setiawan,anita.setiawan343@gmail.com,8110000343,hashed_pw_0343,buyer,active
Rendra Sujatmiko,rendra.sujatmiko344@gmail.com,8110000344,hashed_pw_0344,buyer,active
Fatimah Permadi,fatimah.permadi345@gmail.com,8110000345,hashed_pw_0345,buyer,active
Suprapto Hermawan,suprapto.hermawan346@gmail.com,8110000346,hashed_pw_0346,buyer,active
Nadia Kartini,nadia.kartini347@gmail.com,8110000347,hashed_pw_0347,buyer,active
Prawira Purwanto,prawira.purwanto348@gmail.com,8110000348,hashed_pw_0348,buyer,active
Rizky Hardianto,rizky.hardianto349@gmail.com,8110000349,hashed_pw_0349,buyer,active
Dedi Irawan,dedi.irawan350@gmail.com,8110000350,hashed_pw_0350,buyer,active
Kurnia Subekti,kurnia.subekti351@gmail.com,8110000351,hashed_pw_0351,buyer,inactive
Dwi Setiawan,dwi.setiawan352@gmail.com,8110000352,hashed_pw_0352,buyer,active
Tri Agustina,tri.agustina353@gmail.com,8110000353,hashed_pw_0353,buyer,active
Fani Tambunan,fani.tambunan354@gmail.com,8110000354,hashed_pw_0354,buyer,active
Mira Sinaga,mira.sinaga355@gmail.com,8110000355,hashed_pw_0355,buyer,active
Susi Handayani,susi.handayani356@gmail.com,8110000356,hashed_pw_0356,buyer,active
Pangestu Alamsyah,pangestu.alamsyah357@gmail.com,8110000357,hashed_pw_0357,buyer,active
Eka Rohmah,eka.rohmah358@gmail.com,8110000358,hashed_pw_0358,buyer,inactive
Kirana Dahlan,kirana.dahlan359@gmail.com,8110000359,hashed_pw_0359,buyer,active
Maulana Putri,maulana.putri360@gmail.com,8110000360,hashed_pw_0360,buyer,active
Erni Hutapea,erni.hutapea361@gmail.com,8110000361,hashed_pw_0361,buyer,active
Anton Putri,anton.putri362@gmail.com,8110000362,hashed_pw_0362,buyer,suspended
Erni Gunawan,erni.gunawan363@gmail.com,8110000363,hashed_pw_0363,buyer,active
Yulianto Hidayat,yulianto.hidayat364@gmail.com,8110000364,hashed_pw_0364,buyer,active
Surya Permadi,surya.permadi365@gmail.com,8110000365,hashed_pw_0365,buyer,active
Hafiz Sujatmiko,hafiz.sujatmiko366@gmail.com,8110000366,hashed_pw_0366,buyer,active
Saputra Sugiarto,saputra.sugiarto367@gmail.com,8110000367,hashed_pw_0367,buyer,inactive
Nanda Anggraini,nanda.anggraini368@gmail.com,8110000368,hashed_pw_0368,buyer,active
Kevin Sutanto,kevin.sutanto369@gmail.com,8110000369,hashed_pw_0369,buyer,active
Lina Sasmita,lina.sasmita370@gmail.com,8110000370,hashed_pw_0370,buyer,active
Surya Purnama,surya.purnama371@gmail.com,8110000371,hashed_pw_0371,buyer,inactive
Sri Cahyono,sri.cahyono372@gmail.com,8110000372,hashed_pw_0372,buyer,active
Irfan Hartono,irfan.hartono373@gmail.com,8110000373,hashed_pw_0373,buyer,inactive
Kusuma Fitriani,kusuma.fitriani374@gmail.com,8110000374,hashed_pw_0374,buyer,active
Perdana Akbar,perdana.akbar375@gmail.com,8110000375,hashed_pw_0375,buyer,active
Rina Nurhayati,rina.nurhayati376@gmail.com,8110000376,hashed_pw_0376,buyer,suspended
Febri Mardiana,febri.mardiana377@gmail.com,8110000377,hashed_pw_0377,buyer,active
Cahya Mariana,cahya.mariana378@gmail.com,8110000378,hashed_pw_0378,buyer,active
Lilis Rosyidah,lilis.rosyidah379@gmail.com,8110000379,hashed_pw_0379,buyer,active
Perdana Abdullah,perdana.abdullah380@gmail.com,8110000380,hashed_pw_0380,buyer,active
Gunawan Hasanah,gunawan.hasanah381@gmail.com,8110000381,hashed_pw_0381,buyer,active
Ilham Harahap,ilham.harahap382@gmail.com,8110000382,hashed_pw_0382,buyer,active
Angga Hasanah,angga.hasanah383@gmail.com,8110000383,hashed_pw_0383,buyer,active
Lina Rianti,lina.rianti384@gmail.com,8110000384,hashed_pw_0384,buyer,active
Mira Azizah,mira.azizah385@gmail.com,8110000385,hashed_pw_0385,buyer,active
Winda Hakim,winda.hakim386@gmail.com,8110000386,hashed_pw_0386,buyer,active
Bella Wahyuni,bella.wahyuni387@gmail.com,8110000387,hashed_pw_0387,buyer,active
Sugiarto Yunita,sugiarto.yunita388@gmail.com,8110000388,hashed_pw_0388,buyer,active
Herlambang Winarno,herlambang.winarno389@gmail.com,8110000389,hashed_pw_0389,buyer,active
Arif Fauzi,arif.fauzi390@gmail.com,8110000390,hashed_pw_0390,buyer,active
Ani Cahyono,ani.cahyono391@gmail.com,8110000391,hashed_pw_0391,buyer,suspended
Utami Suryadi,utami.suryadi392@gmail.com,8110000392,hashed_pw_0392,buyer,active
Saputra Sutanto,saputra.sutanto393@gmail.com,8110000393,hashed_pw_0393,buyer,active
Dewi Rianti,dewi.rianti394@gmail.com,8110000394,hashed_pw_0394,buyer,active
Bella Haryanto,bella.haryanto395@gmail.com,8110000395,hashed_pw_0395,buyer,active
Laras Ramadhani,laras.ramadhani396@gmail.com,8110000396,hashed_pw_0396,buyer,active
Teguh Hermawan,teguh.hermawan397@gmail.com,8110000397,hashed_pw_0397,buyer,active
Suhendra Suryani,suhendra.suryani398@gmail.com,8110000398,hashed_pw_0398,buyer,active
Erni Santoso,erni.santoso399@gmail.com,8110000399,hashed_pw_0399,buyer,active
Kevin Suryani,kevin.suryani400@gmail.com,8110000400,hashed_pw_0400,buyer,active
Lestari Suhartono,lestari.suhartono401@gmail.com,8110000401,hashed_pw_0401,buyer,active
Kusuma Sudirman,kusuma.sudirman402@gmail.com,8110000402,hashed_pw_0402,buyer,active
Doni Rahmawati,doni.rahmawati403@gmail.com,8110000403,hashed_pw_0403,buyer,active
Mega Sihombing,mega.sihombing404@gmail.com,8110000404,hashed_pw_0404,buyer,inactive
Permana Damayanti,permana.damayanti405@gmail.com,8110000405,hashed_pw_0405,buyer,active
Dian Fitriani,dian.fitriani406@gmail.com,8110000406,hashed_pw_0406,buyer,active
Susi Hasanah,susi.hasanah407@gmail.com,8110000407,hashed_pw_0407,buyer,active
Nina Siregar,nina.siregar408@gmail.com,8110000408,hashed_pw_0408,buyer,active
Fani Suhartono,fani.suhartono409@gmail.com,8110000409,hashed_pw_0409,buyer,active
Yoga Azizah,yoga.azizah410@gmail.com,8110000410,hashed_pw_0410,buyer,inactive
Ratih Rahayu,ratih.rahayu411@gmail.com,8110000411,hashed_pw_0411,buyer,active
Intan Yuliana,intan.yuliana412@gmail.com,8110000412,hashed_pw_0412,buyer,active
Prawira Mulyono,prawira.mulyono413@gmail.com,8110000413,hashed_pw_0413,buyer,active
Siti Saputra,siti.saputra414@gmail.com,8110000414,hashed_pw_0414,buyer,active
Nanda Wicaksono,nanda.wicaksono415@gmail.com,8110000415,hashed_pw_0415,buyer,active
Yuni Siregar,yuni.siregar416@gmail.com,8110000416,hashed_pw_0416,buyer,suspended
Dwi Alamsyah,dwi.alamsyah417@gmail.com,8110000417,hashed_pw_0417,buyer,active
Mulyadi Amalia,mulyadi.amalia418@gmail.com,8110000418,hashed_pw_0418,buyer,active
Rahmat Safitri,rahmat.safitri419@gmail.com,8110000419,hashed_pw_0419,buyer,active
Indra Irawan,indra.irawan420@gmail.com,8110000420,hashed_pw_0420,buyer,active
Utami Damayanti,utami.damayanti421@gmail.com,8110000421,hashed_pw_0421,buyer,active
Ani Fitriani,ani.fitriani422@gmail.com,8110000422,hashed_pw_0422,buyer,active
Kevin Simanjuntak,kevin.simanjuntak423@gmail.com,8110000423,hashed_pw_0423,buyer,active
Rudi Kadir,rudi.kadir424@gmail.com,8110000424,hashed_pw_0424,buyer,active
Rendra Wibowo,rendra.wibowo425@gmail.com,8110000425,hashed_pw_0425,buyer,active
Ayu Jaya,ayu.jaya426@gmail.com,8110000426,hashed_pw_0426,buyer,active
Arman Fadilah,arman.fadilah427@gmail.com,8110000427,hashed_pw_0427,buyer,active
Yoga Wicaksono,yoga.wicaksono428@gmail.com,8110000428,hashed_pw_0428,buyer,active
Wawan Pramono,wawan.pramono429@gmail.com,8110000429,hashed_pw_0429,buyer,active
Syahputra Hardianto,syahputra.hardianto430@gmail.com,8110000430,hashed_pw_0430,buyer,active
Erik Pratiwi,erik.pratiwi431@gmail.com,8110000431,hashed_pw_0431,buyer,active
Oka Wicaksono,oka.wicaksono432@gmail.com,8110000432,hashed_pw_0432,buyer,active
Putri Aryani,putri.aryani433@gmail.com,8110000433,hashed_pw_0433,buyer,active
Ratih Cahyani,ratih.cahyani434@gmail.com,8110000434,hashed_pw_0434,buyer,active
Putra Maryati,putra.maryati435@gmail.com,8110000435,hashed_pw_0435,buyer,active
Mega Purwanti,mega.purwanti436@gmail.com,8110000436,hashed_pw_0436,buyer,active
Ahmad Wijaya,ahmad.wijaya437@gmail.com,8110000437,hashed_pw_0437,buyer,active
Ilham Hasanah,ilham.hasanah438@gmail.com,8110000438,hashed_pw_0438,buyer,active
Lestari Winarno,lestari.winarno439@gmail.com,8110000439,hashed_pw_0439,buyer,active
Slamet Darmawan,slamet.darmawan440@gmail.com,8110000440,hashed_pw_0440,buyer,active
Ari Susanti,ari.susanti441@gmail.com,8110000441,hashed_pw_0441,buyer,active
Dedi Rahmawati,dedi.rahmawati442@gmail.com,8110000442,hashed_pw_0442,buyer,active
Hesti Suganda,hesti.suganda443@gmail.com,8110000443,hashed_pw_0443,buyer,active
Wawan Purwanti,wawan.purwanti444@gmail.com,8110000444,hashed_pw_0444,buyer,active
Andi Rohmah,andi.rohmah445@gmail.com,8110000445,hashed_pw_0445,buyer,active
Lesmana Sasmita,lesmana.sasmita446@gmail.com,8110000446,hashed_pw_0446,buyer,active
Endah Nurhayati,endah.nurhayati447@gmail.com,8110000447,hashed_pw_0447,buyer,active
Utami Hakim,utami.hakim448@gmail.com,8110000448,hashed_pw_0448,buyer,active
Kirana Rusmanto,kirana.rusmanto449@gmail.com,8110000449,hashed_pw_0449,buyer,active
Dedi Yulianti,dedi.yulianti450@gmail.com,8110000450,hashed_pw_0450,buyer,active
Winata Yulianti,winata.yulianti451@gmail.com,8110000451,hashed_pw_0451,buyer,active
Siti Sapitri,siti.sapitri452@gmail.com,8110000452,hashed_pw_0452,buyer,active
Gunawan Nugroho,gunawan.nugroho453@gmail.com,8110000453,hashed_pw_0453,buyer,active
Mega Mahendra,mega.mahendra454@gmail.com,8110000454,hashed_pw_0454,buyer,active
Hafiz Djaja,hafiz.djaja455@gmail.com,8110000455,hashed_pw_0455,buyer,active
Saputro Tarigan,saputro.tarigan456@gmail.com,8110000456,hashed_pw_0456,buyer,active
Jati Sutrisno,jati.sutrisno457@gmail.com,8110000457,hashed_pw_0457,buyer,active
Febri Rianti,febri.rianti458@gmail.com,8110000458,hashed_pw_0458,buyer,active
Rama Ismail,rama.ismail459@gmail.com,8110000459,hashed_pw_0459,buyer,active
Pangestu Sutanto,pangestu.sutanto460@gmail.com,8110000460,hashed_pw_0460,buyer,active
Nana Cahyani,nana.cahyani461@gmail.com,8110000461,hashed_pw_0461,buyer,active
Citra Rahayu,citra.rahayu462@gmail.com,8110000462,hashed_pw_0462,buyer,active
Anton Cahyani,anton.cahyani463@gmail.com,8110000463,hashed_pw_0463,buyer,active
Novi Djaja,novi.djaja464@gmail.com,8110000464,hashed_pw_0464,buyer,active
Dodi Yuliana,dodi.yuliana465@gmail.com,8110000465,hashed_pw_0465,buyer,active
Jati Santoso,jati.santoso466@gmail.com,8110000466,hashed_pw_0466,buyer,inactive
Ari Syafitri,ari.syafitri467@gmail.com,8110000467,hashed_pw_0467,buyer,inactive
Hesti Lestari,hesti.lestari468@gmail.com,8110000468,hashed_pw_0468,buyer,active
Permana Winarno,permana.winarno469@gmail.com,8110000469,hashed_pw_0469,buyer,active
Bayu Syafitri,bayu.syafitri470@gmail.com,8110000470,hashed_pw_0470,buyer,active
Rudi Fauziah,rudi.fauziah471@gmail.com,8110000471,hashed_pw_0471,buyer,active
Ilham Ardiansyah,ilham.ardiansyah472@gmail.com,8110000472,hashed_pw_0472,buyer,active
Ridho Susilo,ridho.susilo473@gmail.com,8110000473,hashed_pw_0473,buyer,active
Hendra Setiawan,hendra.setiawan474@gmail.com,8110000474,hashed_pw_0474,buyer,active
Nia Sitompul,nia.sitompul475@gmail.com,8110000475,hashed_pw_0475,buyer,active
Rizky Azizah,rizky.azizah476@gmail.com,8110000476,hashed_pw_0476,buyer,active
Rina Dahlan,rina.dahlan477@gmail.com,8110000477,hashed_pw_0477,buyer,active
Dwi Siregar,dwi.siregar478@gmail.com,8110000478,hashed_pw_0478,buyer,active
Hadi Rusmanto,hadi.rusmanto479@gmail.com,8110000479,hashed_pw_0479,buyer,active
Gilang Sapitri,gilang.sapitri480@gmail.com,8110000480,hashed_pw_0480,buyer,active
Toni Hasanah,toni.hasanah481@gmail.com,8110000481,hashed_pw_0481,buyer,active
Dian Rahayu,dian.rahayu482@gmail.com,8110000482,hashed_pw_0482,buyer,active
Rian Haryanto,rian.haryanto483@gmail.com,8110000483,hashed_pw_0483,buyer,active
Wijaya Fitriani,wijaya.fitriani484@gmail.com,8110000484,hashed_pw_0484,buyer,active
Yoga Yulianti,yoga.yulianti485@gmail.com,8110000485,hashed_pw_0485,buyer,active
Sugiarto Rahayu,sugiarto.rahayu486@gmail.com,8110000486,hashed_pw_0486,buyer,active
Kartika Sagala,kartika.sagala487@gmail.com,8110000487,hashed_pw_0487,buyer,inactive
Ramadhan Lubis,ramadhan.lubis488@gmail.com,8110000488,hashed_pw_0488,buyer,active
Gatot Jaya,gatot.jaya489@gmail.com,8110000489,hashed_pw_0489,buyer,active
Eko Yuliana,eko.yuliana490@gmail.com,8110000490,hashed_pw_0490,buyer,active
Wijaya Anwar,wijaya.anwar491@gmail.com,8110000491,hashed_pw_0491,buyer,active
Fatimah Simanjuntak,fatimah.simanjuntak492@gmail.com,8110000492,hashed_pw_0492,buyer,active
Indra Kartini,indra.kartini493@gmail.com,8110000493,hashed_pw_0493,buyer,active
Arif Suhartono,arif.suhartono494@gmail.com,8110000494,hashed_pw_0494,buyer,active
Lina Sutanto,lina.sutanto495@gmail.com,8110000495,hashed_pw_0495,buyer,active
Wulandari Nurdiyanti,wulandari.nurdiyanti496@gmail.com,8110000496,hashed_pw_0496,buyer,active
Pangestu Lubis,pangestu.lubis497@gmail.com,8110000497,hashed_pw_0497,buyer,active
Hesti Susilo,hesti.susilo498@gmail.com,8110000498,hashed_pw_0498,buyer,active
Nia Sinaga,nia.sinaga499@gmail.com,8110000499,hashed_pw_0499,buyer,active
Winda Kartika,winda.kartika500@gmail.com,8110000500,hashed_pw_0500,buyer,active
Gatot Oktaviani,gatot.oktaviani501@gmail.com,8110000501,hashed_pw_0501,buyer,active
Prawira Sihombing,prawira.sihombing502@gmail.com,8110000502,hashed_pw_0502,buyer,active
Elok Zainuddin,elok.zainuddin503@gmail.com,8110000503,hashed_pw_0503,buyer,active
Nia Fauziah,nia.fauziah504@gmail.com,8110000504,hashed_pw_0504,buyer,active
Nadia Syafitri,nadia.syafitri505@gmail.com,8110000505,hashed_pw_0505,buyer,inactive
Gunawan Susanti,gunawan.susanti506@gmail.com,8110000506,hashed_pw_0506,buyer,active
Kirana Syafitri,kirana.syafitri507@gmail.com,8110000507,hashed_pw_0507,buyer,active
Angga Sujatmiko,angga.sujatmiko508@gmail.com,8110000508,hashed_pw_0508,buyer,active
Siregar Sihombing,siregar.sihombing509@gmail.com,8110000509,hashed_pw_0509,buyer,active
Dewi Sihombing,dewi.sihombing510@gmail.com,8110000510,hashed_pw_0510,buyer,active
Rangga Hadi,rangga.hadi511@gmail.com,8110000511,hashed_pw_0511,buyer,active
Rina Iskandar,rina.iskandar512@gmail.com,8110000512,hashed_pw_0512,buyer,active
Novi Utomo,novi.utomo513@gmail.com,8110000513,hashed_pw_0513,buyer,active
Gatot Utomo,gatot.utomo514@gmail.com,8110000514,hashed_pw_0514,buyer,active
Ahmad Fadilah,ahmad.fadilah515@gmail.com,8110000515,hashed_pw_0515,buyer,active
Kevin Ismail,kevin.ismail516@gmail.com,8110000516,hashed_pw_0516,buyer,active
Erik Prayitno,erik.prayitno517@gmail.com,8110000517,hashed_pw_0517,buyer,active
Fani Astuti,fani.astuti518@gmail.com,8110000518,hashed_pw_0518,buyer,active
Lesmana Dahlan,lesmana.dahlan519@gmail.com,8110000519,hashed_pw_0519,buyer,active
Setiawan Nugraha,setiawan.nugraha520@gmail.com,8110000520,hashed_pw_0520,buyer,active
Syahputra Nurdiyanti,syahputra.nurdiyanti521@gmail.com,8110000521,hashed_pw_0521,buyer,active
Nugroho Suryadi,nugroho.suryadi522@gmail.com,8110000522,hashed_pw_0522,buyer,active
Slamet Nurdiyanti,slamet.nurdiyanti523@gmail.com,8110000523,hashed_pw_0523,buyer,active
Iqbal Fauziah,iqbal.fauziah524@gmail.com,8110000524,hashed_pw_0524,buyer,active
Sugiarto Damayanti,sugiarto.damayanti525@gmail.com,8110000525,hashed_pw_0525,buyer,inactive
Agung Yuliana,agung.yuliana526@gmail.com,8110000526,hashed_pw_0526,buyer,active
Suhendra Santoso,suhendra.santoso527@gmail.com,8110000527,hashed_pw_0527,buyer,active
Pangestu Aryani,pangestu.aryani528@gmail.com,8110000528,hashed_pw_0528,buyer,active
Susi Oktaviani,susi.oktaviani529@gmail.com,8110000529,hashed_pw_0529,buyer,active
Sri Damayanti,sri.damayanti530@gmail.com,8110000530,hashed_pw_0530,buyer,active
Elok Rusmanto,elok.rusmanto531@gmail.com,8110000531,hashed_pw_0531,buyer,active
Slamet Purnama,slamet.purnama532@gmail.com,8110000532,hashed_pw_0532,buyer,active
Ilham Tarigan,ilham.tarigan533@gmail.com,8110000533,hashed_pw_0533,buyer,suspended
Pratama Kusuma,pratama.kusuma534@gmail.com,8110000534,hashed_pw_0534,buyer,active
Bella Tampubolon,bella.tampubolon535@gmail.com,8110000535,hashed_pw_0535,buyer,active
Joko Aryani,joko.aryani536@gmail.com,8110000536,hashed_pw_0536,buyer,active
Ari Rahmawati,ari.rahmawati537@gmail.com,8110000537,hashed_pw_0537,buyer,inactive
Syahputra Subekti,syahputra.subekti538@gmail.com,8110000538,hashed_pw_0538,buyer,suspended
Agung Wahyuni,agung.wahyuni539@gmail.com,8110000539,hashed_pw_0539,buyer,active
Irfan Prayitno,irfan.prayitno540@gmail.com,8110000540,hashed_pw_0540,buyer,active
Arman Rosyidah,arman.rosyidah541@gmail.com,8110000541,hashed_pw_0541,buyer,active
Surya Susanti,surya.susanti542@gmail.com,8110000542,hashed_pw_0542,buyer,active
Ridho Siregar,ridho.siregar543@gmail.com,8110000543,hashed_pw_0543,buyer,active
Iqbal Wijaya,iqbal.wijaya544@gmail.com,8110000544,hashed_pw_0544,buyer,active
Surya Zainuddin,surya.zainuddin545@gmail.com,8110000545,hashed_pw_0545,buyer,active
Dian Sumantri,dian.sumantri546@gmail.com,8110000546,hashed_pw_0546,buyer,active
Indra Purnama,indra.purnama547@gmail.com,8110000547,hashed_pw_0547,buyer,active
Elok Fadilah,elok.fadilah548@gmail.com,8110000548,hashed_pw_0548,buyer,active
Nur Rahardjo,nur.rahardjo549@gmail.com,8110000549,hashed_pw_0549,buyer,active
Yuni Kartini,yuni.kartini550@gmail.com,8110000550,hashed_pw_0550,buyer,active
Siti Sutrisno,siti.sutrisno551@gmail.com,8110000551,hashed_pw_0551,buyer,active
Slamet Susanti,slamet.susanti552@gmail.com,8110000552,hashed_pw_0552,buyer,active
Bambang Djaja,bambang.djaja553@gmail.com,8110000553,hashed_pw_0553,buyer,active
Vera Setiawan,vera.setiawan554@gmail.com,8110000554,hashed_pw_0554,buyer,active
Hendra Amalia,hendra.amalia555@gmail.com,8110000555,hashed_pw_0555,buyer,active
Ridho Anggraini,ridho.anggraini556@gmail.com,8110000556,hashed_pw_0556,buyer,active
Lina Setiawan,lina.setiawan557@gmail.com,8110000557,hashed_pw_0557,buyer,active
Gita Anggraini,gita.anggraini558@gmail.com,8110000558,hashed_pw_0558,buyer,active
Herlambang Setiawati,herlambang.setiawati559@gmail.com,8110000559,hashed_pw_0559,buyer,active
Dedi Wicaksono,dedi.wicaksono560@gmail.com,8110000560,hashed_pw_0560,buyer,active
Suprapto Subekti,suprapto.subekti561@gmail.com,8110000561,hashed_pw_0561,buyer,active
Nanda Nurjannah,nanda.nurjannah562@gmail.com,8110000562,hashed_pw_0562,buyer,inactive
Angga Kusumawati,angga.kusumawati563@gmail.com,8110000563,hashed_pw_0563,buyer,active
Tini Siregar,tini.siregar564@gmail.com,8110000564,hashed_pw_0564,buyer,active
Mellisa Sutrisno,mellisa.sutrisno565@gmail.com,8110000565,hashed_pw_0565,buyer,active
Novi Widodo,novi.widodo566@gmail.com,8110000566,hashed_pw_0566,buyer,active
Fitri Darmawan,fitri.darmawan567@gmail.com,8110000567,hashed_pw_0567,buyer,active
Fauzi Firmansyah,fauzi.firmansyah568@gmail.com,8110000568,hashed_pw_0568,buyer,active
Rangga Santoso,rangga.santoso569@gmail.com,8110000569,hashed_pw_0569,buyer,active
Bagus Permadi,bagus.permadi570@gmail.com,8110000570,hashed_pw_0570,buyer,active
Nurul Kadir,nurul.kadir571@gmail.com,8110000571,hashed_pw_0571,buyer,active
Ilham Sasmita,ilham.sasmita572@gmail.com,8110000572,hashed_pw_0572,buyer,active
Fani Mahmud,fani.mahmud573@gmail.com,8110000573,hashed_pw_0573,buyer,active
Lina Widyaningsih,lina.widyaningsih574@gmail.com,8110000574,hashed_pw_0574,buyer,active
Cahya Wicaksono,cahya.wicaksono575@gmail.com,8110000575,hashed_pw_0575,buyer,active
Cahya Hasanah,cahya.hasanah576@gmail.com,8110000576,hashed_pw_0576,buyer,active
Dimas Dahlan,dimas.dahlan577@gmail.com,8110000577,hashed_pw_0577,buyer,active
Pratama Hakim,pratama.hakim578@gmail.com,8110000578,hashed_pw_0578,buyer,active
Wahyu Darmawan,wahyu.darmawan579@gmail.com,8110000579,hashed_pw_0579,buyer,active
Rangga Darmawan,rangga.darmawan580@gmail.com,8110000580,hashed_pw_0580,buyer,active
Utama Santoso,utama.santoso581@gmail.com,8110000581,hashed_pw_0581,buyer,active
Cahya Kusuma,cahya.kusuma582@gmail.com,8110000582,hashed_pw_0582,buyer,active
Fatimah Suryani,fatimah.suryani583@gmail.com,8110000583,hashed_pw_0583,buyer,active
Bambang Hartono,bambang.hartono584@gmail.com,8110000584,hashed_pw_0584,buyer,active
Putra Kartini,putra.kartini585@gmail.com,8110000585,hashed_pw_0585,buyer,active
Kurnia Santoso,kurnia.santoso586@gmail.com,8110000586,hashed_pw_0586,buyer,inactive
Utama Pratiwi,utama.pratiwi587@gmail.com,8110000587,hashed_pw_0587,buyer,active
Lukman Mahendra,lukman.mahendra588@gmail.com,8110000588,hashed_pw_0588,buyer,active
Cahya Prasetyo,cahya.prasetyo589@gmail.com,8110000589,hashed_pw_0589,buyer,active
Putra Kusuma,putra.kusuma590@gmail.com,8110000590,hashed_pw_0590,buyer,active
Ida Jaya,ida.jaya591@gmail.com,8110000591,hashed_pw_0591,buyer,active
Rizky Suhendra,rizky.suhendra592@gmail.com,8110000592,hashed_pw_0592,buyer,active
Ani Fadilah,ani.fadilah593@gmail.com,8110000593,hashed_pw_0593,buyer,active
Intan Pertiwi,intan.pertiwi594@gmail.com,8110000594,hashed_pw_0594,buyer,active
Hesti Sujatmiko,hesti.sujatmiko595@gmail.com,8110000595,hashed_pw_0595,buyer,active
Ani Wijaya,ani.wijaya596@gmail.com,8110000596,hashed_pw_0596,buyer,active
Agung Purwanti,agung.purwanti597@gmail.com,8110000597,hashed_pw_0597,buyer,active
Putra Wardhani,putra.wardhani598@gmail.com,8110000598,hashed_pw_0598,buyer,active
Vera Putra,vera.putra599@gmail.com,8110000599,hashed_pw_0599,buyer,active
Bayu Kadir,bayu.kadir600@gmail.com,8110000600,hashed_pw_0600,admin,active
Admin,admin@gmail.com,8120000001,$2b$10$eqfZsALPsSMdnQPA40qSsuwOkfwP2ERiZPxzMvgMChil98RLfRcPi,admin,active
Super Admin,superadmin@panenku.id,8120000002,$2b$12$LJ3m4ys3Lk0TSwHnbfOMiOXPm1Qlq5GzY8m0GvONx7cB5p/h1fKqy,super_admin,active
